2025-12-01T22:07:39.660958,0.000,0.000,0.000
2025-12-01T22:07:40.700816,0.000,0.000,0.000
2025-12-01T22:07:41.710833,0.000,0.000,0.000
2025-12-01T22:07:42.516012,0.000,0.000,0.000
2025-12-01T22:07:43.642486,0.000,0.000,0.000
2025-12-01T22:07:44.579081,0.000,0.000,0.000
2025-12-01T22:07:45.792495,0.000,0.000,0.000
2025-12-01T22:07:46.515979,0.000,0.000,0.000
2025-12-01T22:07:56.529239,0.000,0.000,0.000
2025-12-01T22:07:56.751876,0.000,0.000,0.000
2025-12-01T22:07:57.912819,0.000,0.000,0.000
2025-12-01T22:07:58.926626,0.000,0.000,0.000
2025-12-01T22:07:59.719928,0.000,0.000,0.000
2025-12-01T22:08:00.864349,0.000,0.000,0.000
2025-12-01T22:08:02.048122,0.000,0.000,0.000
2025-12-01T22:08:03.100321,0.000,0.000,0.000
2025-12-01T22:08:03.919785,0.000,0.000,0.000
2025-12-01T22:08:04.940036,0.018,0.018,0.018
2025-12-01T22:08:05.846462,1.558,1.529,1.576
2025-12-01T22:08:07.026372,0.056,1.582,1.631
2025-12-01T22:08:08.230170,0.000,1.582,1.631
2025-12-01T22:08:09.352309,0.000,1.582,1.631
2025-12-01T22:08:09.929545,0.000,1.582,1.631
2025-12-01T22:08:10.993093,0.000,1.582,1.631
2025-12-01T22:08:11.912400,0.000,1.582,1.631
2025-12-01T22:08:13.341033,0.000,1.582,1.631
2025-12-01T22:08:14.165854,0.000,1.582,1.631
2025-12-01T22:08:15.186974,0.000,1.582,1.631
2025-12-01T22:08:16.424826,0.000,1.582,1.631
2025-12-01T22:08:17.247402,0.000,1.582,1.631
2025-12-01T22:08:18.362421,0.000,1.582,1.631
2025-12-01T22:08:19.413344,0.000,1.582,1.631
2025-12-01T22:08:20.205546,0.000,1.582,1.631
2025-12-01T22:08:21.235859,0.000,1.582,1.631
2025-12-01T22:08:22.353451,0.000,1.582,1.631
2025-12-01T22:08:23.285166,0.000,1.582,1.631
2025-12-01T22:08:24.299401,0.000,1.582,1.631
2025-12-01T22:08:25.546111,0.000,1.582,1.631
2025-12-01T22:08:26.465880,0.000,1.582,1.631
2025-12-01T22:08:27.386225,0.000,1.582,1.631
2025-12-01T22:08:28.398112,0.000,1.582,1.631
2025-12-01T22:08:29.325323,0.000,1.582,1.631
2025-12-01T22:08:30.447170,0.000,1.582,1.631
2025-12-01T22:08:31.574737,0.000,1.582,1.631
2025-12-01T22:08:32.607473,0.931,2.504,2.562
2025-12-01T22:08:33.516736,1.164,3.622,3.727
2025-12-01T22:08:34.555804,1.471,5.093,5.198
2025-12-01T22:08:35.481043,1.358,6.505,6.556
2025-12-01T22:08:36.687274,1.556,8.029,8.111
2025-12-01T22:08:37.505940,1.729,9.724,9.840
2025-12-01T22:08:38.534734,1.753,11.425,11.593
2025-12-01T22:08:39.557900,1.667,13.041,13.260
2025-12-01T22:08:40.679754,1.831,14.854,15.091
2025-12-01T22:08:41.710098,1.978,16.911,17.069
2025-12-01T22:08:42.626224,1.596,18.459,18.664
2025-12-01T22:08:43.652782,0.809,19.235,19.473
2025-12-01T22:08:44.676446,1.569,20.867,21.042
2025-12-01T22:08:45.721643,1.076,21.996,22.118
2025-12-01T22:08:46.627699,0.909,22.887,23.027
2025-12-01T22:08:47.957183,1.236,24.147,24.262
2025-12-01T22:08:48.876533,0.676,24.823,24.938
2025-12-01T22:08:49.917607,0.456,25.260,25.393
2025-12-01T22:08:50.720712,0.333,25.580,25.727
2025-12-01T22:08:51.842614,0.231,25.811,25.958
2025-12-01T22:08:52.713558,0.151,25.959,26.109
2025-12-01T22:08:53.908713,0.071,26.030,26.180
2025-12-01T22:08:54.913615,0.007,26.030,26.187
2025-12-01T22:08:55.864836,0.000,26.030,26.187
2025-12-01T22:08:56.965325,0.000,26.030,26.187
2025-12-01T22:08:58.099465,0.000,26.030,26.187
2025-12-01T22:08:59.016348,0.778,26.800,26.964
2025-12-01T22:08:59.935076,1.036,27.888,28.000
2025-12-01T22:09:01.065779,1.167,29.054,29.167
2025-12-01T22:09:02.101997,1.320,30.414,30.487
2025-12-01T22:09:02.904861,1.640,31.988,32.127
2025-12-01T22:09:04.055794,1.793,33.782,33.920
2025-12-01T22:09:05.158279,1.064,34.889,34.984
2025-12-01T22:09:06.094983,0.631,35.507,35.616
2025-12-01T22:09:07.133121,0.398,35.897,36.013
2025-12-01T22:09:08.144066,0.304,36.214,36.318
2025-12-01T22:09:09.026894,0.184,36.400,36.502
2025-12-01T22:09:10.319231,0.122,36.520,36.624
2025-12-01T22:09:11.212557,0.051,36.571,36.676
2025-12-01T22:09:12.243007,0.002,36.571,36.678
2025-12-01T22:09:13.247713,0.000,36.571,36.678
2025-12-01T22:09:14.269354,0.000,36.571,36.678
2025-12-01T22:09:15.205127,0.000,36.571,36.678
2025-12-01T22:09:16.461710,0.000,36.571,36.678
2025-12-01T22:09:17.471572,0.000,36.571,36.678
2025-12-01T22:09:18.367637,0.000,36.571,36.678
2025-12-01T22:09:19.419188,0.000,36.571,36.678
2025-12-01T22:09:20.215439,0.000,36.571,36.678
2025-12-01T22:09:21.463229,0.000,36.571,36.678
2025-12-01T22:09:22.326342,0.000,36.571,36.678
2025-12-01T22:09:23.419813,0.000,36.571,36.678
2025-12-01T22:09:24.325944,0.000,36.571,36.678
2025-12-01T22:09:25.353647,0.000,36.571,36.678
2025-12-01T22:09:26.470528,0.000,36.571,36.678
2025-12-01T22:09:27.478030,0.000,36.571,36.678
2025-12-01T22:09:28.510783,0.000,36.571,36.678
2025-12-01T22:09:29.432806,0.000,36.571,36.678
2025-12-01T22:09:30.566449,0.000,36.571,36.678
2025-12-01T22:09:31.575694,0.000,36.571,36.678
2025-12-01T22:09:32.396443,0.009,36.571,36.687
2025-12-01T22:09:33.627492,0.000,36.571,36.687
2025-12-01T22:09:34.654769,0.000,36.571,36.687
2025-12-01T22:09:35.587443,0.000,36.571,36.687
2025-12-01T22:09:36.604207,0.002,36.571,36.689
2025-12-01T22:09:37.518102,0.000,36.571,36.689
2025-12-01T22:09:38.643994,0.000,36.571,36.689
2025-12-01T22:09:39.697089,0.000,36.571,36.689
2025-12-01T22:09:40.797928,0.000,36.571,36.689
2025-12-01T22:09:41.615318,0.282,36.865,36.971
2025-12-01T22:09:42.737629,0.033,36.898,37.004
2025-12-01T22:09:43.672162,0.000,36.898,37.004
2025-12-01T22:09:44.795984,0.000,36.898,37.004
2025-12-01T22:09:45.711821,0.000,36.898,37.004
2025-12-01T22:09:46.836820,0.000,36.898,37.004
2025-12-01T22:09:47.885136,0.000,36.898,37.004
2025-12-01T22:09:48.783398,0.129,37.030,37.133
2025-12-01T22:09:49.910172,0.009,37.030,37.142
2025-12-01T22:09:50.934067,1.753,38.731,38.896
2025-12-01T22:09:51.882384,0.000,38.731,38.896
2025-12-01T22:09:52.882695,0.218,38.960,39.113
2025-12-01T22:09:53.905336,0.000,38.960,39.113
2025-12-01T22:09:54.823007,0.000,38.960,39.113
2025-12-01T22:09:55.952294,0.000,38.960,39.113
2025-12-01T22:09:56.967275,0.000,38.960,39.113
2025-12-01T22:09:57.994656,0.000,38.960,39.113
2025-12-01T22:09:59.125895,0.000,38.960,39.113
2025-12-01T22:10:00.044325,0.000,38.960,39.113
2025-12-01T22:10:01.186633,0.942,39.874,40.056
2025-12-01T22:10:02.099706,0.500,40.354,40.556
2025-12-01T22:10:03.018695,0.004,40.354,40.560
2025-12-01T22:10:04.151000,0.216,40.576,40.776
2025-12-01T22:10:05.169110,0.011,40.587,40.787
2025-12-01T22:10:06.186442,0.056,40.644,40.842
2025-12-01T22:10:07.232880,0.000,40.644,40.842
2025-12-01T22:10:08.235417,0.460,41.090,41.302
2025-12-01T22:10:09.158135,1.422,42.555,42.724
2025-12-01T22:10:10.284303,0.000,42.555,42.724
2025-12-01T22:10:11.229013,0.000,42.555,42.724
2025-12-01T22:10:12.334373,0.000,42.555,42.724
2025-12-01T22:10:13.355823,0.000,42.555,42.724
2025-12-01T22:10:14.401546,0.000,42.555,42.724
2025-12-01T22:10:15.216410,0.000,42.555,42.724
2025-12-01T22:10:16.436409,0.000,42.555,42.724
2025-12-01T22:10:17.351408,0.000,42.555,42.724
2025-12-01T22:10:18.783459,0.000,42.555,42.724
2025-12-01T22:10:22.368410,0.000,0.000,0.000
2025-12-01T22:10:23.190290,0.000,0.000,0.000
2025-12-01T22:10:24.224714,0.000,0.000,0.000
2025-12-01T22:10:25.098525,0.000,0.000,0.000
2025-12-01T22:10:26.336099,0.000,0.000,0.000
2025-12-01T22:10:27.311954,0.000,0.000,0.000
2025-12-01T22:10:28.219506,0.000,0.000,0.000
2025-12-01T22:10:29.232134,0.000,0.000,0.000
2025-12-01T22:10:30.353610,0.000,0.000,0.000
2025-12-01T22:10:31.377047,0.000,0.000,0.000
2025-12-01T22:10:32.402984,0.000,0.000,0.000
2025-12-01T22:10:33.325199,0.000,0.000,0.000
2025-12-01T22:10:34.462441,0.000,0.000,0.000
2025-12-01T22:10:35.465591,0.000,0.000,0.000
2025-12-01T22:10:36.558296,0.000,0.000,0.000
2025-12-01T22:10:37.417924,0.000,0.000,0.000
2025-12-01T22:10:38.465352,0.000,0.000,0.000
2025-12-01T22:10:39.482197,0.000,0.000,0.000
2025-12-01T22:10:40.699337,0.000,0.000,0.000
2025-12-01T22:10:41.511320,0.000,0.000,0.000
2025-12-01T22:10:42.603316,0.000,0.000,0.000
2025-12-01T22:10:43.562498,0.000,0.000,0.000
2025-12-01T22:10:44.691225,0.000,0.000,0.000
2025-12-01T22:10:45.622720,0.000,0.000,0.000
2025-12-01T22:10:46.532442,0.000,0.000,0.000
2025-12-01T22:10:47.762004,0.000,0.000,0.000
2025-12-01T22:10:48.603111,0.000,0.000,0.000
2025-12-01T22:10:49.722169,0.000,0.000,0.000
2025-12-01T22:10:50.636082,0.000,0.000,0.000
2025-12-01T22:10:51.663196,0.000,0.000,0.000
2025-12-01T22:10:52.751730,0.000,0.000,0.000
2025-12-01T22:10:53.662467,0.000,0.000,0.000
2025-12-01T22:10:54.901205,0.000,0.000,0.000
2025-12-01T22:10:55.862110,0.000,0.000,0.000
2025-12-01T22:10:56.771852,0.000,0.000,0.000
2025-12-01T22:10:57.853947,0.000,0.000,0.000
2025-12-01T22:10:59.136064,0.000,0.000,0.000
2025-12-01T22:10:59.950049,0.000,0.000,0.000
2025-12-01T22:11:00.996363,0.000,0.000,0.000
2025-12-01T22:11:01.798216,0.000,0.000,0.000
2025-12-01T22:11:02.825053,0.000,0.000,0.000
2025-12-01T22:11:03.854896,0.000,0.000,0.000
2025-12-01T22:11:05.132171,0.000,0.000,0.000
2025-12-01T22:11:05.884277,0.000,0.000,0.000
2025-12-01T22:11:06.911465,0.000,0.000,0.000
